country,country_code,broadband 2000,population 2000,life 2000,child 2000,health 2000,electricity 2000,out_of_school 2000,roads 2000,gdp 2000,unemployment 2000,eiti_gov 2000,eiti_company 2000,coal 2000,oil 2000,gas 2000,btu_total_production 2000,us_total_production 2000,consumption 2000,broadband 2001,population 2001,life 2001,child 2001,health 2001,electricity 2001,out_of_school 2001,roads 2001,gdp 2001,unemployment 2001,eiti_gov 2001,eiti_company 2001,coal 2001,oil 2001,gas 2001,btu_total_production 2001,us_total_production 2001,consumption 2001,broadband 2002,population 2002,life 2002,child 2002,health 2002,electricity 2002,out_of_school 2002,roads 2002,gdp 2002,unemployment 2002,eiti_gov 2002,eiti_company 2002,coal 2002,oil 2002,gas 2002,btu_total_production 2002,us_total_production 2002,consumption 2002,broadband 2003,population 2003,life 2003,child 2003,health 2003,electricity 2003,out_of_school 2003,roads 2003,gdp 2003,unemployment 2003,eiti_gov 2003,eiti_company 2003,coal 2003,oil 2003,gas 2003,btu_total_production 2003,us_total_production 2003,consumption 2003,broadband 2004,population 2004,life 2004,child 2004,health 2004,electricity 2004,out_of_school 2004,roads 2004,gdp 2004,unemployment 2004,eiti_gov 2004,eiti_company 2004,coal 2004,oil 2004,gas 2004,btu_total_production 2004,us_total_production 2004,consumption 2004,broadband 2005,population 2005,life 2005,child 2005,health 2005,electricity 2005,out_of_school 2005,roads 2005,gdp 2005,unemployment 2005,eiti_gov 2005,eiti_company 2005,coal 2005,oil 2005,gas 2005,btu_total_production 2005,us_total_production 2005,consumption 2005,broadband 2006,population 2006,life 2006,child 2006,health 2006,electricity 2006,out_of_school 2006,roads 2006,gdp 2006,unemployment 2006,eiti_gov 2006,eiti_company 2006,coal 2006,oil 2006,gas 2006,btu_total_production 2006,us_total_production 2006,consumption 2006,broadband 2007,population 2007,life 2007,child 2007,health 2007,electricity 2007,out_of_school 2007,roads 2007,gdp 2007,unemployment 2007,eiti_gov 2007,eiti_company 2007,coal 2007,oil 2007,gas 2007,btu_total_production 2007,us_total_production 2007,consumption 2007,broadband 2008,population 2008,life 2008,child 2008,health 2008,electricity 2008,out_of_school 2008,roads 2008,gdp 2008,unemployment 2008,eiti_gov 2008,eiti_company 2008,coal 2008,oil 2008,gas 2008,btu_total_production 2008,us_total_production 2008,consumption 2008,broadband 2009,population 2009,life 2009,child 2009,health 2009,electricity 2009,out_of_school 2009,roads 2009,gdp 2009,unemployment 2009,eiti_gov 2009,eiti_company 2009,coal 2009,oil 2009,gas 2009,btu_total_production 2009,us_total_production 2009,consumption 2009,broadband 2010,population 2010,life 2010,child 2010,health 2010,electricity 2010,out_of_school 2010,roads 2010,gdp 2010,unemployment 2010,eiti_gov 2010,eiti_company 2010,coal 2010,oil 2010,gas 2010,btu_total_production 2010,us_total_production 2010,consumption 2010
Malta,MT,0.4342319522,"397,420",77.355,7.8,465.7837864,4410.49603658,2130,88,10377.0373182,,,,0.0,0.0,0.0,0.0,0.0,0.03919,2.3298594502,"399,746",77.552,7.5,468.07428135,4292.31505134,2299,88,9912.98968934,,,,0.0,0.0,0.0,0.0,0.0,0.0329,4.4647434521,"402,244",77.744,7.3,583.76662679,4500.35230031,2453,90,10116.0048248,,,,0.0,0.0,0.0,0.0,0.0,0.03939,5.7042214651,"404,787",77.934,7.2,751.89125536,4872.27220497,2470,87.5299987793,10062.9613036,,,,0.0,0.0,0.0,0.0,0.0,0.03925,9.3807629813,"407,183",78.123,7,854.74655508,4797.29258251,2258,87.5299987793,9945.30172433,,,,0.0,0.0,0.0,0.0,0.0,0.03973,12.7301361688,"409,295",78.315,6.8,956.94916882,4912.87326322,2966,87.5299987793,10244.2710543,,,,0.0,0.04,0.0,84.738,812403.061969,0.04122,13.0282868447,"411,084",78.516,6.6,1002.15549058,4884.25424696,2966,87.5299987793,10405.845964,,,,0.0,0.04,0.0,84.738,1047437.91009,0.03904,20.2989854541,"412,608",78.728,6.4,1057.17252236,4845.37342623,2393,87.5299987793,10781.0496897,,,,0.0,0.02,0.0,42.369,551820.947752,0.04138,23.1404296638,"413,946",78.951,6.3,1035.75197803,4806.40854473,2188,87.53,11172.2815429,,,,0.0,0.02,0.0,42.369,751089.62333,0.04255,25.5575604301,"415,220",79.181,6.2,1080.50790583,4417.97043897,2875,87.53,10822.3080215,,,,0.0,0.02,0.0,42.369,388318.444715,0.08783,28.0213942308,"416,515",79.412,6.1,1111.11563906,4151.49220544,1529,87.53,11062.2327209,,,,0.0,0.0,0.0,0.0,0.0,0.10438
Maldives,MV,0,"273,236",70.323,52.7,94.83867059,,782,,2284.97395506,,,,0.0,0.0,0.0,0.0,0.0,0.00663,0,"277,791",71.271,45.3,88.51105405,,1248,,2325.14865017,,,,0.0,0.0,0.0,0.0,0.0,0.00713,0.0673123933,"282,266",72.154,38.9,87.73829388,,1272,,2427.82450681,,,,0.0,0.0,0.0,0.0,0.0,0.01307,0.1754661364,"286,665",72.962,33.9,109.55655866,,1272,,2728.9149202,,,,0.0,0.0,0.0,0.0,0.0,0.0147,0.2464019135,"290,988",73.688,29.4,132.8989783,,127,,3023.91116932,,,,0.0,0.0,0.0,0.0,0.0,0.01027,1.1041864246,"295,240",74.326,25.7,173.85220499,,979,100,2721.81492047,,,,0.0,0.0,0.0,0.0,0.0,0.00823,2.095391408,"299,419",74.879,22.3,206.65021258,,882,100,3209.46932463,,,,0.0,0.0,0.0,0.0,0.0,0.01136,3.409776009,"303,539",75.362,19.3,221.86047354,,1253,100,3500.11102626,,,,0.0,0.0,0.0,0.0,0.0,0.01279,4.9926535601,"307,632",75.791,16.6,315.6693918,,1178,100,3874.82554203,,,,0.0,0.0,0.0,0.0,0.0,0.01313,4.9178960605,"311,739",76.175,14.4,215.56687854,,1330,100,3642.54375411,,,,0.0,0.0,0.0,0.0,0.0,0.01459,4.7936708861,"315,885",76.525,12.4,231.37008657,,1388,100,3800.48828743,,,,0.0,0.0,0.0,0.0,0.0,0.01459
Suriname,SR,,"466,846",67.853,39.9,73.99003122,,,26,1911.04631544,,,,0.0,9.58533,0.0,20306.0423385,131010252.247,0.02927,0,"473,431",67.938,38.6,62.59149302,,4187,26,1970.20537673,,,,0.0,9.49617,0.0,20117.1613365,146773715.06,0.03074,0.0195779494,"480,132",68.073,37.5,79.86725679,,4459,26,2036.51092368,,,,0.0,9.49617,0.0,20117.1613365,110383537.772,0.032,0.0443714051,"486,800",68.262,36.6,87.6659947,,4185,26.25,2129.19339606,,,,0.0,9.46166,0.0,20044.053627,152283313.832,0.03275,0.0851519354,"493,236",68.504,35.7,100.11090137,,4185,26.25,2284.29338248,,,,0.0,9.46111,0.0,20042.8884795,159525626.547,0.03364,0.2217130588,"499,294",68.789,34.5,124.6269249,,4922,26.25,2359.38409354,,,,0.0,9.43937,0.0,19996.8333765,191714327.276,0.03496,0.5260312173,"504,913",69.103,33.8,165.27958784,,6493,26.25,2422.81851923,,,,0.0,11.01819,0.0,23341.4846055,288521747.663,0.03608,0.8242899933,"510,136",69.426,32.7,171.3886544,,9399,26.25,2520.58674491,,,,0.0,12.96046,0.0,27456.086487,357592666.025,0.03571,1.1171383861,"515,066",69.741,32,185.86378528,,6979,26.25,2599.89924146,,,,0.0,15.26682,0.0,32341.994829,573337504.162,0.03577,1.647555789,"519,861",70.038,30.9,238.29232811,,5680,26.25,2653.54918873,,,,0.0,15.41897,0.0,32664.3169965,299373522.475,0.03637,2.9851428571,"524,636",70.312,29.8,235.35419231,,5680,26.25,2737.3344395,,,,0.0,15.4416,0.0,32712.25752,465498983.761,0.03585
Venezuela,VE,0.0183990786,"24,348,304",72.403,22.3,113.5625661,2654.60079799,351536,33.5999984741,4818.70818007,,,,8691.33926,3460.7588,960.568,8532762.57736,47514797594.4,2.76891,0.1479345851,"24,810,691",72.534,21.5,120.02488897,2719.32162326,258233,33.5999984741,4890.92998985,,,,8361.40645,3333.98838,1119.83865,8414337.29228,51747428187.8,3.03054,0.3098770817,"25,273,336",72.68,20.7,81.65673723,2745.47977795,156274,33.5999984741,4377.382134,,,,8122.76706,2924.20405,1003.29915,7423079.86728,34209998120.8,2.93435,0.4557022669,"25,736,393",72.841,19.9,72.46413609,2646.02321415,200064,33.5999984741,3966.49972903,,,,7503.43342,2581.42877,861.686,6538158.88354,41752552362.6,2.72196,0.8049259387,"26,199,994",73.017,19.2,99.02271731,2782.75347342,192514,33.5999984741,4610.48903864,,,,7438.39705,2855.16767,960.568,7215141.5488,48374275645.6,2.93675,1.3406404034,"26,664,122",73.207,18.5,128.2119954,2874.85419724,235654,33.5999984741,5000.07620197,,,,7930.57908,2866.93064,827.92486,7121051.11482,58525494759.1,2.91656,1.9883319152,"27,128,721",73.406,17.9,161.57507932,3051.7183974,216334,33.5999984741,5401.42171933,,,,8678.43119,2746.53371,918.19,6976976.88191,72267507740.0,3.15857,3.1212458611,"27,593,427",73.611,17.3,221.67618159,3006.00371139,186723,33.5999984741,5777.62856791,,,,6720.41757,2681.9924,732.04464,6599867.00647,74277476861.0,3.06615,4.7619974942,"28,057,485",73.815,16.7,268.92687157,3091.78449973,186723,33.5999984741,5984.14495257,,,,5425.89618,2655.69603,732.78625,6509042.82894,1.00017501998e+11,3.22512,4.7381870068,"28,519,913",74.017,16.1,275.48958065,3052.56482525,193823,33.5999984741,5700.88405822,,,,3617.52133,2509.74521,650.82013,6067795.21097,48931746950.6,3.03864,5.3980890615,"28,979,857",74.213,15.6,231.51860224,3286.60609003,171320,33.5999984741,5528.36311388,,,,3009.31001,2404.99578,880.40295,6058624.14742,72687222870.4,3.32096
Turks and Caicos Islands,TC,,"18,873",,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.00039,,"20,728",,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.00023,,"23,044",,,,,184,,,,,,0.0,0.0,0.0,0.0,0.0,0.00018,,"25,625",,,,,532,,,,,,0.0,0.0,0.0,0.0,0.0,0.00018,,"28,191",,,,,353,,,,,,0.0,0.0,0.0,0.0,0.0,0.00017,,"30,531",,,,,477,,,,,,0.0,0.0,0.0,0.0,0.0,0.00018,,"32,590",,,,,477,,,,,,0.0,0.0,0.0,0.0,0.0,0.00017,,"34,404",,,,,477,,,,,,0.0,0.0,0.0,0.0,0.0,0.001,,"35,960",,,,,477,,,,,,0.0,0.0,0.0,0.0,0.0,0.00222,,"37,271",,,,,477,,,,,,0.0,0.0,0.0,0.0,0.0,0.00226,,"38,354",,,,,477,,,,,,0.0,0.0,0.0,0.0,0.0,0.00226
Israel,IL,0,"6,014,953",78.75,6.9,932.2330036,6323.10383209,13703,100,19859.3021471,,,,0.0,3.66324,0.35315,8113.540778,50069850.9533,0.83109,0.6812393229,"6,131,313",79.16,6.6,949.83152996,6400.21742507,10832,100,19353.3445423,,,,0.0,3.91387,0.35315,8644.4879015,60494707.805,0.90069,3.5260730594,"6,241,593",79.15,6.4,864.46007319,6502.73972603,13069,100,18858.2917314,,,,0.0,2.74011,0.35315,6157.9360295,31852185.3671,0.86561,9.4638025621,"6,352,106",79.5,6.1,860.41073594,6597.30630671,12687,100,18800.9265225,,,,0.0,3.19412,0.7063,7472.883514,51412309.7984,0.87952,14.3927155236,"6,471,236",79.96,5.8,880.50430888,6525.92157439,15797,100,19366.3358332,,,,0.0,5.95068,27.5457,40151.918046,100490937.334,0.89579,17.743264888,"6,604,572",80.02,5.6,898.35316889,6572.19953536,17230,100,19967.9808816,,,,0.0,5.2457,26.1331,37245.853165,106732124.177,0.92131,20.1454555765,"6,755,143",80.37,5.3,929.68658212,6711.22956746,21092,100,20715.5680478,,,,0.0,3.83366,34.25555,42376.967027,100600062.314,0.93767,21.2880043453,"6,920,182",80.46,5.1,1032.32848677,7003.24508015,19913,100,21469.534508,,,,0.0,4.02907,40.2591,48794.4833415,111402984.806,0.9658,23.0407180385,"7,092,324",80.836,4.9,1251.19418734,7133.04509632,20535,100,21941.1057174,,,,0.0,4.023,50.8536,59376.12435,151454943.157,0.89104,24.7141177728,"7,260,949",81.101,4.7,1209.06250417,6607.61996366,23155,100,21602.2100094,,,,0.0,5.98119,41.6717,54342.5519555,116269503.395,0.92232,24.4609129066,"7,418,400",81.359,4.5,1316.98034953,6856.0784931,20204,100,22239.0512619,,,,0.0,5.839,54.73825,67107.87955,176242316.902,0.99122
Indonesia,ID,0.0018744546,"213,395,411",65.682,52.5,5.47015315,386.98114272,1599485,57.0999984741,773.310969942,,,,84469.01717,1530.27842,2236.8521,7818462.19446,22964729752.1,3.87305,0.0069379081,"216,203,499",65.985,50.5,7.15376637,408.087752548,1272138,58.9000015259,791.07645466,,,,103225.94726,1433.58079,1887.9399,7784267.86368,24783698137.5,3.93491,0.0174864793,"219,026,365",66.275,48.2,7.61058516,414.315418146,1236013,58,816.016407902,,,,112629.76547,1340.03153,2063.1023,8021736.59825,18575709441.8,4.08854,0.0277678563,"221,839,235",66.554,46,10.7449321,425.898511596,1090144,58.3264960218,844.183485732,,,,129089.47869,1245.31816,2189.53,8403452.81577,23505022410.5,4.104,0.0377994351,"224,606,531",66.829,43.9,10.69022253,471.58468424,948474,55.322,875.729157568,,,,158417.57472,1183.37849,2028.4936,8923588.58188,24805858006.6,4.43032,0.0476016228,"227,303,175",67.112,42,11.47524084,497.71852065,1277402,55.4242996964,914.599904586,,,,187989.28157,1149.52588,2000.59475,9643110.94997,30279628539.4,4.64683,0.0845373296,"229,918,547",67.416,40.1,16.42419098,514.843197926,421016,53.0053784466,953.935531206,,,,257186.87716,1102.21198,2199.06505,11658122.5164,38988665542.7,5.0977,0.335009959,"232,461,746",67.751,38.2,23.14719097,546.309240919,510605,60.8604267736,1003.36443359,,,,274290.34021,1041.53492,2422.25585,12226537.9251,39942328078.5,5.32105,0.4177727937,"234,951,154",68.118,36.8,24.80030645,571.791190266,320801,59.1064946694,1052.43338893,,,,274217.58766,1065.41564,2472.05,12324906.9407,54121318263.7,5.43696,0.7160472658,"237,414,495",68.515,34.8,25.98027564,597.061270416,399571,56.94078,1089.72401412,,,,321044.87653,1053.15139,2556.806,13680797.642,38255173177.6,5.80577,0.7922207863,"239,870,937",68.935,33.3,37.74177117,641.311539964,105670,56.94078,1145.38543458,,,,358251.19185,1038.71063,2841.4449,14965459.4484,53134547898.1,6.05509
Iceland,IS,0.8385341655,"281,210",79.72,3.89,2472.91808659,26201.5255774,257,29.5,30928.6756417,0.200000003,,,0.0,0.0,0.0,0.0,0.0,0.1199,3.6579545774,"283,992",80.64,3.26,2176.25976139,26950.3944303,138,30.6000003815,31717.1459641,0.3000000119,,,0.0,0.0,0.0,0.0,0.0,0.12267,8.4410638453,"286,783",80.5,3.5,2657.86995058,27896.8986829,148,31.5,31478.9821975,0.3000000119,,,0.0,0.0,0.0,0.0,0.0,0.12659,14.3585439398,"289,724",81.06,2.9,3301.29386889,27666.3868942,240,31.5,32022.7839796,0.200000003,,,0.0,0.0,0.0,0.0,0.0,0.12829,19.0924217835,"293,004",80.95,3.1,3714.65474225,28215.4522484,672,34.4000015259,34230.183362,0.3000000119,,,0.0,0.0,0.0,0.0,0.0,0.12972,26.291897794,"296,743",81.43,2.99,4346.9630996,27988.0296832,657,35.3899993896,36128.5924399,0.3000000119,,,0.0,0.0,0.0,0.0,0.0,0.1306,28.8818955698,"301,010",81.12,2.3,4236.16167949,31328.3868037,638,35.8600006104,36952.1920697,0.200000003,,,0.0,0.0,0.0,0.0,0.0,0.14327,31.4337893095,"305,721",81.31,3.29,5120.75438417,36852.5448862,598,36.6416309013,38185.3336752,0.1000000015,,,0.0,0.0,0.0,0.0,0.0,0.16695,32.669321454,"310,666",81.846,3.59,4117.22835112,50067.1047906,365,37.343,37927.1190445,0.1000000015,,,0.0,0.0,0.0,0.0,0.0,0.20929,33.6176879676,"315,543",81.523,2.18,3039.10149348,51259.187627,167,38.413,35310.9744146,0.1000000015,,,0.0,0.0,0.0,0.0,0.0,0.2039,34.3433962264,"320,136",81.663,3.29,3003.52769674,51439.908691,294,38.413,33943.1185326,0.1000000015,,,0.0,0.0,0.0,0.0,0.0,0.20542
Czechoslovakia,CZ,,"15,670,448",,,,,,,,,,,,,,,,,,"15,666,989",,,,,,,,,,,,,,,,,,"15,666,347",,,,,,,,,,,,,,,,,,"15,667,493",,,,,,,,,,,,,,,,,,"15,669,745",,,,,,,,,,,,,,,,,,"15,672,501",,,,,,,,,,,,,,,,,,"15,674,903",,,,,,,,,,,,,,,,,,"15,676,246",,,,,,,,,,,,,,,,,,"15,676,318",,,,,,,,,,,,,,,,,,"15,676,318",,,,,,,,,,,,,,,,,,"15,676,318",,,,,,,,,,,,,,,,
Senegal,SN,,"9,505,862",55.756,130.4,7.85098909,105.724236266,626976,29.2999992371,492.286225233,,,,0.0,0.01548,1.76575,1798.543606,218905.210884,0.06366,0,"9,758,841",56.078,124.8,8.40541797,128.088981058,616211,29.2999992371,501.491284855,,,,0.0,0.02753,1.76575,1707.4290715,417719.365113,0.06364,0.0119722316,"10,023,194",56.406,117.6,10.37986738,151.149424026,616211,29.2999992371,491.462066124,,,,0.0,0.02113,1.76575,1720.9871515,239964.848372,0.06656,0.0231405145,"10,297,956",56.733,110.3,13.92972312,130.511336424,560495,29.2600002289,510.213363752,,,,0.0,0.03129,1.76575,1699.4636995,494459.007443,0.0685,0.0724390048,"10,581,316",57.058,103.7,16.22136241,143.365910252,507082,29.2600002289,525.849305523,,,,0.0,0.05876,1.76575,1641.269878,980805.02497,0.07829,0.1658218594,"10,871,908",57.38,97,23.88553565,163.448770906,423324,29.2600002289,540.593140278,,,,0.0,0.03865,1.76575,1683.8719075,772041.511127,0.08372,0.2589719603,"11,169,549",57.701,90.6,27.96901832,162.584899355,449016,29.2600002289,539.489642792,,,,0.0,0.01342,1.76575,1737.320401,340485.426334,0.0858,0.3323148283,"11,474,661",58.024,84.7,31.67709105,187.456518323,436262,29.2600002289,550.647637576,,,,0.0,0.06512,1.76575,1627.796536,1786346.39588,0.08716,0.4017774312,"11,787,123",58.348,78.7,35.51729159,163.907681289,402062,29.2600002289,555.906986914,,,,0.0,0.08098,1.76575,1594.197919,3028201.27986,0.08835,0.4850140809,"12,106,865",58.673,73.5,32.49709906,196.004498274,424138,32,552.542902562,,,,0.0,0.03246,1.76575,1696.985113,624343.230772,0.08611,0.6325156828,"12,433,728",58.998,69.1,32.46603794,195.275302789,429159,32,560.257443522,,,,0.0,0.03411,0.7063,634.0396705,1025418.89906,0.08664
Papua New Guinea,PG,,"5,378,824",58.745,71.7,21.18566994,,,3.5,654.668781651,,,,0.0,70.0853,3.88465,152356.853785,957927098.991,0.04557,0,"5,518,586",59.08,70.7,20.87422812,,,3.5,637.3149128,,,,0.0,67.52336,3.88465,146929.511992,1043664665.05,0.04578,0,"5,659,946",59.43,69.2,19.18306222,,,3.5,620.410249,,,,0.0,55.15342,3.88465,120724.412599,641116120.036,0.06074,0,"5,803,029",59.79,68,19.91103479,,,3.5,618.208301994,,,,0.0,50.49315,4.9441,111911.313617,812701632.172,0.06931,0,"5,948,135",60.161,66.4,24.88154,,,3.5,619.539124285,,,,0.0,45.60142,4.9441,101548.428199,768922348.157,0.06853,0,"6,095,437",60.539,65.4,24.55736507,,,3.5,626.30824828,,,,0.0,40.30436,3.5315,88914.271442,818610522.762,0.06962,0,"6,244,916",60.92,63.8,23.67643581,,,3.5,627.116352302,,,,0.0,44.64739,4.9441,99527.3633455,1169164825.79,0.07245,0,"6,396,307",61.303,62.7,23.15285428,,,3.5,656.357136423,,,,0.0,42.20439,4.80284,94210.7299955,1164491565.15,0.07309,0.0456081504,"6,549,268",61.683,61.5,30.10771824,,,3.5,683.976481524,,,,0.0,38.18912,4.59095,85492.691264,1434206285.38,0.08396,0.0664293628,"6,703,361",62.059,59.7,30.85227659,,,3.5,705.00757363,,,,0.0,34.9878,3.5315,77651.40491,679332199.209,0.05778,0.0889472149,"6,858,266",62.428,59.5,35.35712942,,,3.5,744.210547634,,,,0.0,30.51382,3.88465,68526.651979,919878415.509,0.05858
Cote d'Ivoire,CI,,"16,581,653",50.075,138.6,8.34838753,172.660711209,1129244,9.6999998093,628.228114828,,,,0.0,12.36467,47.67525,73869.1851615,169195532.665,0.13277,0,"16,892,864",50.169,136.7,5.97942732,181.792738046,1019449,9.6999998093,616.523581427,,,,0.0,11.54063,47.67525,72123.4976235,178583332.921,0.10998,0,"17,180,649",50.368,134.7,6.92954707,177.176077574,1024134,9.6999998093,597.522975127,,,,0.0,13.07471,47.3221,75020.2193995,152131939.193,0.10706,0.0023660163,"17,455,501",50.662,132.6,7.68180406,175.818499853,1125145,9.6999998093,578.967133281,,,,0.0,19.85158,47.3221,89376.679651,319751894.436,0.10877,0.004658287,"17,731,840",51.046,130.5,9.35446933,176.011062586,1125145,8.1199998856,580.168288826,,,,0.0,27.77691,45.9095,104753.49499,468610842.969,0.11505,0.0068753327,"18,020,946",51.515,128.2,7.7443313,175.018558959,1125145,8.1199998856,578.030607392,,,,0.0,39.93577,45.9095,130511.431956,811435062.387,0.11335,0.054567344,"18,325,979",52.063,126.1,8.50869532,185.965508309,1125145,8.1199998856,572.297133714,,84482680,69730440,0.0,63.29672,45.9095,180000.436484,1657768782.61,0.114,0.0536286369,"18,646,754",52.673,123.8,13.64203621,192.365920631,1125145,7.9296551051,572.096269454,,121454480,95440290,0.0,53.04377,52.9725,165343.074557,1463844649.99,0.11957,0.0526675953,"18,987,007",53.328,121.1,17.05693465,202.032895443,1125145,7.9296551051,574.935096704,,121454480,95440290,0.0,59.93157,56.504,183466.034466,2251113756.2,0.13064,0.0516795171,"19,350,026",54.009,118.8,12.73029336,209.612121451,1160732,7.9296551051,585.304489336,,121454480,95440290,0.0,58.47994,56.504,180390.828893,1135630690.75,0.12995,0.0400243186,"19,737,800",54.696,116.7,12.89902835,209.597827519,1160732,7.9296551051,587.54454226,,121454480,95440290,0.0,44.47976,52.9725,147200.647572,1341090801.33,0.12381
Gabon,GA,,"1,235,274",59.706,82.4,42.96361056,875.109489878,,9.8999996185,4102.62460216,,,,0.0,314.79176,2.8252,669695.803972,4302518563.98,0.03684,0,"1,263,165",59.512,81.6,44.81891314,881.1200437,,9.8999996185,4097.5614237,,,,0.0,269.80235,2.8252,574387.988357,4170103479.14,0.0382,0,"1,290,532",59.436,80.4,44.40504838,915.901349211,,9.8999996185,3999.95393286,,,,0.0,251.04817,3.17835,535011.345736,2918195624.0,0.03796,0.0129033825,"1,317,484",59.495,79.3,67.20445554,920.694293062,,9.8999996185,4015.10733041,,,,0.0,241.1596,3.17835,514062.90462,3881426602.27,0.03898,0.0483569427,"1,344,171",59.692,77.9,73.17871454,915.062146111,,10.2100000381,3988.36288918,,775990000,808829000,0.0,238.77112,3.5315,509356.179164,4025986481.76,0.0393,0.1116194375,"1,370,729",60.016,76.5,69.44045765,919.948436197,,10.2100000381,4029.26526552,,1716414357,1748730093,0.0,266.02883,3.5315,567100.274914,5403091787.49,0.03826,0.1261816558,"1,397,192",60.437,75,81.45212396,961.213634203,,10.2100000381,3999.64221627,,1944187567,2007587567,0.0,236.88244,3.5315,505355.105018,6203013057.22,0.04223,0.1392911255,"1,423,637",60.909,73.2,102.54365514,1004.46953823,,11.974,4143.33458012,,1944187567,2007587567,0.0,243.897,2.8252,519508.79965,6729390296.87,0.04342,0.1516917073,"1,450,310",61.391,71.1,115.08569254,1036.3301639,,11.974,4161.43160338,,1944187567,2007587567,0.0,247.74844,2.8252,527667.882718,9304084860.97,0.05311,0.2502175952,"1,477,514",61.859,69.2,127.32786509,1029.43187002,,11.974,4027.56735293,,1944187567,2007587567,0.0,241.92754,2.8252,515336.597113,4697255739.49,0.04194,0.2712292359,"1,505,463",62.298,67.4,159.87577109,1004.34218576,,11.974,4213.88156261,,1944187567,2007587567,0.0,245.50833,2.8252,522922.321688,7401050044.51,0.04543
Zimbabwe,ZW,,"12,509,477",44.686,105.8,31.48725574,852.793446121,,,534.791151545,,,,4695.84639,0.0,0.0,130074.945003,113404690.318,0.21215,0.0061312054,"12,575,015",43.842,105.2,25.3661501,826.877741299,,,539.662757984,,,,4569.08059,0.0,0.0,126563.532343,115871883.762,0.19942,0.0225812753,"12,607,791",43.365,103.6,25.3661501,832.818373972,,19,490.386861371,,,,4367.35761,0.0,0.0,120975.805797,116040691.698,0.19982,0.0506304787,"12,612,956",43.231,101.3,25.3661501,835.648677439,,19,406.878562441,,,,3913.20533,0.0,0.0,108395.787641,104599978.471,0.19783,0.0711786597,"12,597,877",43.433,97.7,25.3661501,816.486777891,,19,383.707665304,,,,3764.39329,0.0,0.0,104273.694133,115039858.942,0.17606,0.0810218313,"12,570,686",43.965,93.8,25.3661501,994.695118469,,19,362.576376786,,,,3991.46943,0.0,0.0,110563.703211,146886075.024,0.19331,0.0814068703,"12,529,655",44.814,90.4,25.3661501,997.713025618,,19,351.172046657,,,,3799.66726,0.0,0.0,105250.783102,149402916.663,0.17486,0.121862843,"12,481,245",45.917,86,25.3661501,1019.60982258,,19,339.654882913,,,,3807.38344,0.0,0.0,105464.521288,155341244.352,0.17422,0.1445603971,"12,451,543",47.199,81.7,25.3661501,1023.16636581,,19,280.308502802,,,,2982.85454,0.04,0.0,82709.808758,154791074.057,0.15068,0.2335258833,"12,473,992",48.586,77.8,25.3661501,1026.21518436,,19,296.548609861,,,,3143.792,0.06,0.0,87210.1454,175456783.814,0.15486,0.2625089492,"12,571,454",50.003,72.4,25.3661501,1022.15702336,,19,322.556927579,,,,3398.42592,0.12,0.0,94390.611984,210513662.889,0.16368
Jordan,JO,,"4,827,096",72.037,28,81.2452912,1376.9671704,40026,,1764.22989249,,,,0.0,0.48596,10.24135,9211.868038,6599496.34458,0.22545,0.0083172344,"4,910,056",72.155,27.2,87.49050371,1404.77885104,40026,,1811.87198862,,,,0.0,0.26655,10.24135,9676.6771525,4074658.03271,0.2202,0.0630607384,"4,998,372",72.27,26.6,92.90129335,1479.35688765,5159,,1870.85906946,,,,0.0,0.1751,10.94765,10576.709405,2000330.98379,0.23062,0.096746708,"5,096,790",72.384,25.7,91.82544981,1517.62199845,6463,100,1901.46935614,,,,0.0,0.14172,10.94765,10647.423266,2224243.06053,0.25148,0.1970510397,"5,210,369",72.497,25,107.10681742,1637.0510397,8813,100,2015.04862724,,,,0.0,0.36402,10.94765,10176.491831,6076067.68569,0.27821,0.4352028088,"5,342,002",72.612,24.4,108.43192031,1681.6039915,6173,100,2129.78041727,,,,0.0,0.25859,9.8882,9340.3900145,5179502.18886,0.29423,0.8781289507,"5,495,117",72.732,23.7,119.63317106,1816.68773704,8665,100,2250.27421347,,,,0.0,0.12821,11.3008,11029.1935255,3287348.4093,0.30837,1.5686683151,"5,667,443",72.858,23.2,150.77925116,1971.74143412,30184,100,2380.5093398,,,,0.0,0.08777,8.82875,9014.6863565,2473579.27921,0.30975,2.3699326076,"5,848,952",72.989,22.6,203.94078889,2093.3125972,51425,100,2497.53931697,,,,0.0,0.70646,7.41615,8912.750187,26585173.3059,0.30782,3.4399323753,"6,025,592",73.124,21.8,262.43049523,2111.91885038,51425,100,2577.48041263,,,,0.0,0.61429,7.7693,9070.6426505,11952956.3322,0.31309,3.2377046469,"6,187,227",73.263,21.1,241.83869529,2225.56639656,82699,100,2579.3824493,,,,0.0,0.16276,7.7693,8114.098922,4937914.14785,0.32667
